,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
7,2010,Cardano,ADA,cardano,990,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35315362824.325,36410042820.425,False,,8,,,,2023-12-05T21:08:00.000Z,0.4191452529926394,488343934.38137263,-11.6802,-0.90296868,4.4485707,8.19220266,21.39411008,57.85266255,63.22756789,14802266685.528553,0.9314,18861536384.67,,2023-12-05T21:08:00.000Z,,,,,,2023-12-05 16:09:37.015366
8,74,Dogecoin,DOGE,dogecoin,837,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142112936383.70526,142112936383.70526,True,,9,,,,2023-12-05T21:09:00.000Z,0.09301447770389441,1131696913.803614,-10.9365,-1.69907572,3.8846039,15.06717548,30.57211025,51.52012524,46.93403821,13218560552.697119,0.8318,13218560552.7,,2023-12-05T21:09:00.000Z,,,,,,2023-12-05 16:09:37.015366
9,1958,TRON,TRX,tron,882,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88500498345.32623,88500539850.86812,True,,10,71659659264.0,7418861523.475699,,2023-12-05T21:08:00.000Z,0.10352912084250933,271315120.2048736,-19.1673,-0.09015826,0.2738221,-0.02847197,5.40627061,18.86126946,32.27749615,9162378787.815577,0.5766,9162383084.85,,2023-12-05T21:08:00.000Z,,,,,,2023-12-05 16:09:37.015366
10,1975,Chainlink,LINK,chainlink,1481,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,11,,,,2023-12-05T21:08:00.000Z,15.539332650781475,625362380.4108614,-38.1194,-1.08781813,-0.57354861,5.95214802,29.6637288,101.6445649,148.56760029,8653076927.443687,0.5445,15539332650.78,,2023-12-05T21:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-12-05 16:09:37.015366
11,5805,Avalanche,AVAX,avalanche,576,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,365223532.1367796,433256442.1367796,False,,12,,,,2023-12-05T21:08:00.000Z,23.4607235433932,725183857.843411,6.8031,-1.30865542,6.61552517,13.06619863,90.07395575,120.08285162,136.65769224,8568408319.002568,0.5394,16891720951.24,,2023-12-05T21:08:00.000Z,,,,,,2023-12-05 16:09:37.015366
12,11419,Toncoin,TON,toncoin,175,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3454271084.2514553,5099154609.541406,True,,13,3414166606.0,8223850638.48339,,2023-12-05T21:09:00.000Z,2.408743212481468,50275692.27225131,11.8499,-0.25565001,0.8141069,-1.95619902,5.14341155,11.94898084,31.93584945,8320452028.261694,0.5236,12282554055.13,,2023-12-05T21:09:00.000Z,,,,,,2023-12-05 16:09:37.015366
13,3890,Polygon,MATIC,polygon,1125,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9275188724.133068,10000000000.0,False,,14,,,,2023-12-05T21:08:00.000Z,0.8054979035237599,444375754.9972959,-39.0616,-0.78051192,0.52091095,6.68892959,16.7004435,42.76534015,45.15158383,7471145072.076405,0.4702,8054979035.24,,2023-12-05T21:08:00.000Z,,,,,,2023-12-05 16:09:37.015366
14,6636,Polkadot,DOT,polkadot-new,630,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1253023880.380564,1385284382.0889156,True,,15,,,,2023-12-05T21:08:00.000Z,5.775325627352307,329792744.82907444,17.4098,-0.20679834,3.55550465,9.09153902,20.33014995,41.82297451,36.53576342,7236620928.046302,0.4554,8000468393.05,,2023-12-05T21:08:00.000Z,,,,,,2023-12-05 16:09:37.015366
0,1,Bitcoin,BTC,bitcoin,10599,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19562031.0,19562031.0,False,,1,,,,2023-12-05T21:10:00.000Z,43800.458675119866,34814538631.47965,-12.3815,0.12069913,4.83886349,14.82099274,25.12726057,56.61230841,70.62813885,856825930416.9137,53.9201,919809632177.52,,2023-12-05T21:10:00.000Z,,,,,,2023-12-05 16:10:37.262162
1,1027,Ethereum,ETH,ethereum,7963,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120230295.78434539,120230295.78434539,True,,2,,,,2023-12-05T21:10:00.000Z,2261.0141250721535,14772262162.746027,-11.8529,-0.59511341,1.46948977,9.67848712,19.97958119,37.32160267,38.78757823,271842397030.00793,17.1077,271842397030.01,,2023-12-05T21:10:00.000Z,,,,,,2023-12-05 16:10:37.262162
2,825,Tether USDt,USDT,tether,67360,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,89814116890.37746,92609951831.97562,True,,3,,,,2023-12-05T21:09:00.000Z,1.0001778587186774,58450248638.40907,-21.2646,0.04599512,0.01705324,-0.03014221,-0.05207007,-0.02891757,0.07640046,89830091114.12672,5.6525,92626423319.35,,2023-12-05T21:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-12-05 16:10:37.262162
3,1839,BNB,BNB,bnb,1813,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151697927.87258565,151697927.87258565,False,,4,,,,2023-12-05T21:09:00.000Z,230.49270868640804,845482959.0115341,-60.5734,-0.23922686,-0.53319824,-0.26489143,-5.43342753,7.96231427,7.46380356,34965266297.46762,2.2002,34965266297.47,,2023-12-05T21:09:00.000Z,,,,,,2023-12-05 16:10:37.262162
4,52,XRP,XRP,xrp,1166,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53888571585.0,99988188647.0,False,,5,,,,2023-12-05T21:10:00.000Z,0.6207883081995473,1423584479.0319593,-26.1011,-0.33035277,-0.17813909,1.34633866,-5.04805921,17.8311332,23.8751876,33453395185.54235,2.105,62078830819.95,,2023-12-05T21:10:00.000Z,,,,,,2023-12-05 16:10:37.262162
5,5426,Solana,SOL,solana,557,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,424473267.0161843,564189723.3474636,True,,6,,,,2023-12-05T21:10:00.000Z,60.99434753348818,1685864407.8618531,-24.8646,-0.84902534,-0.78113846,4.33410839,49.24373854,160.35270004,211.42464898,25890469967.06027,1.6293,34412384060.68,,2023-12-05T21:10:00.000Z,,,,,,2023-12-05 16:10:37.262162
6,3408,USDC,USDC,usd-coin,15282,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24242639224.78403,24242639224.78403,False,,7,,,,2023-12-05T21:09:00.000Z,1.0001594228708912,6629354889.222983,-10.9848,0.04295937,0.02335802,0.03039936,0.01817906,0.01658774,0.00287035,24246504055.927227,1.526,24246504055.93,,2023-12-05T21:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-12-05 16:10:37.262162
7,2010,Cardano,ADA,cardano,990,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35315362824.325,36410042820.425,False,,8,,,,2023-12-05T21:09:00.000Z,0.419124417226338,488339836.40372825,-11.6801,-0.90793768,4.44177925,8.19703744,21.39238811,57.84719168,63.22212015,14801530862.881895,0.9314,18860598775.19,,2023-12-05T21:09:00.000Z,,,,,,2023-12-05 16:10:37.262162
8,74,Dogecoin,DOGE,dogecoin,837,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142112936383.70526,142112936383.70526,True,,9,,,,2023-12-05T21:10:00.000Z,0.09296723836146892,1131842500.3625972,-10.9359,-1.67958613,3.72450828,15.06094458,30.62399445,51.43822353,46.81020421,13211847231.032196,0.8314,13211847231.03,,2023-12-05T21:10:00.000Z,,,,,,2023-12-05 16:10:37.262162
9,1958,TRON,TRX,tron,882,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88500498345.32623,88500539850.86812,True,,10,71659659264.0,7418043404.106608,,2023-12-05T21:09:00.000Z,0.10351770410710348,271284473.2788311,-19.177,-0.10636632,0.26349361,-0.03147965,5.3917042,18.84339002,32.25942751,9161368401.042683,0.5765,9161372697.6,,2023-12-05T21:09:00.000Z,,,,,,2023-12-05 16:10:37.262162
10,1975,Chainlink,LINK,chainlink,1481,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,11,,,,2023-12-05T21:09:00.000Z,15.538912181152007,625312631.7894005,-38.126,-1.09202621,-0.58121519,5.96543616,29.66627741,101.64887669,148.55944847,8652842788.942942,0.5445,15538912181.15,,2023-12-05T21:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-12-05 16:10:37.262162
11,5805,Avalanche,AVAX,avalanche,576,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,365223532.1367796,433256442.1367796,False,,12,,,,2023-12-05T21:09:00.000Z,23.461821193987447,725518261.8371388,6.8494,-1.3222662,6.62338892,13.11413978,90.13095161,120.10611227,136.66860845,8568809206.829651,0.5394,16892511259.67,,2023-12-05T21:09:00.000Z,,,,,,2023-12-05 16:10:37.262162
12,11419,Toncoin,TON,toncoin,175,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3454271084.2514553,5099154609.541406,True,,13,3414166606.0,8233978244.173698,,2023-12-05T21:10:00.000Z,2.4117095603077603,50281571.00859766,11.8467,-0.15149463,1.20083075,-1.41057007,6.02728748,12.04489183,32.09269672,8330698597.783888,0.5242,12297679921.32,,2023-12-05T21:10:00.000Z,,,,,,2023-12-05 16:10:37.262162
13,3890,Polygon,MATIC,polygon,1125,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9275188724.133068,10000000000.0,False,,14,,,,2023-12-05T21:09:00.000Z,0.8054686165059829,444419767.1829106,-39.0585,-0.78667777,0.51187595,6.69552096,16.69667446,42.75674344,45.14445213,7470873429.459355,0.4701,8054686165.06,,2023-12-05T21:09:00.000Z,,,,,,2023-12-05 16:10:37.262162
14,6636,Polkadot,DOT,polkadot-new,630,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1253023880.380564,1385284382.0889156,True,,15,,,,2023-12-05T21:09:00.000Z,5.775995517553031,329794619.21458435,17.3945,-0.19540108,3.56929238,9.11292644,20.35274936,41.85218292,36.5510239,7237460316.465042,0.4555,8001396381.48,,2023-12-05T21:09:00.000Z,,,,,,2023-12-05 16:10:37.262162
0,1,Bitcoin,BTC,bitcoin,10599,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19562031.0,19562031.0,False,,1,,,,2023-12-05T21:10:00.000Z,43800.458675119866,34814538631.47965,-12.3815,0.12069913,4.83886349,14.82099274,25.12726057,56.61230841,70.62813885,856825930416.9137,53.9201,919809632177.52,,2023-12-05T21:10:00.000Z,,,,,,2023-12-05 16:11:37.504468
1,1027,Ethereum,ETH,ethereum,7963,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120230295.78434539,120230295.78434539,True,,2,,,,2023-12-05T21:10:00.000Z,2261.0141250721535,14772262162.746027,-11.8529,-0.59511341,1.46948977,9.67848712,19.97958119,37.32160267,38.78757823,271842397030.00793,17.1077,271842397030.01,,2023-12-05T21:10:00.000Z,,,,,,2023-12-05 16:11:37.504468
2,825,Tether USDt,USDT,tether,67360,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,89814116890.37746,92609951831.97562,True,,3,,,,2023-12-05T21:09:00.000Z,1.0001778587186774,58450248638.40907,-21.2646,0.04599512,0.01705324,-0.03014221,-0.05207007,-0.02891757,0.07640046,89830091114.12672,5.6525,92626423319.35,,2023-12-05T21:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-12-05 16:11:37.504468
3,1839,BNB,BNB,bnb,1813,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151697927.87258565,151697927.87258565,False,,4,,,,2023-12-05T21:09:00.000Z,230.49270868640804,845482959.0115341,-60.5734,-0.23922686,-0.53319824,-0.26489143,-5.43342753,7.96231427,7.46380356,34965266297.46762,2.2002,34965266297.47,,2023-12-05T21:09:00.000Z,,,,,,2023-12-05 16:11:37.504468
4,52,XRP,XRP,xrp,1166,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53888571585.0,99988188647.0,False,,5,,,,2023-12-05T21:10:00.000Z,0.6207883081995473,1423584479.0319593,-26.1011,-0.33035277,-0.17813909,1.34633866,-5.04805921,17.8311332,23.8751876,33453395185.54235,2.105,62078830819.95,,2023-12-05T21:10:00.000Z,,,,,,2023-12-05 16:11:37.504468
5,5426,Solana,SOL,solana,557,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,424473267.0161843,564189723.3474636,True,,6,,,,2023-12-05T21:10:00.000Z,60.99434753348818,1685864407.8618531,-24.8646,-0.84902534,-0.78113846,4.33410839,49.24373854,160.35270004,211.42464898,25890469967.06027,1.6293,34412384060.68,,2023-12-05T21:10:00.000Z,,,,,,2023-12-05 16:11:37.504468
6,3408,USDC,USDC,usd-coin,15282,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24242639224.78403,24242639224.78403,False,,7,,,,2023-12-05T21:09:00.000Z,1.0001594228708912,6629354889.222983,-10.9848,0.04295937,0.02335802,0.03039936,0.01817906,0.01658774,0.00287035,24246504055.927227,1.526,24246504055.93,,2023-12-05T21:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-12-05 16:11:37.504468
7,2010,Cardano,ADA,cardano,990,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35315362824.325,36410042820.425,False,,8,,,,2023-12-05T21:09:00.000Z,0.419124417226338,488339836.40372825,-11.6801,-0.90793768,4.44177925,8.19703744,21.39238811,57.84719168,63.22212015,14801530862.881895,0.9314,18860598775.19,,2023-12-05T21:09:00.000Z,,,,,,2023-12-05 16:11:37.504468
8,74,Dogecoin,DOGE,dogecoin,837,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142112936383.70526,142112936383.70526,True,,9,,,,2023-12-05T21:10:00.000Z,0.09296723836146892,1131842500.3625972,-10.9359,-1.67958613,3.72450828,15.06094458,30.62399445,51.43822353,46.81020421,13211847231.032196,0.8314,13211847231.03,,2023-12-05T21:10:00.000Z,,,,,,2023-12-05 16:11:37.504468
9,1958,TRON,TRX,tron,882,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88500498345.32623,88500539850.86812,True,,10,71659659264.0,7418043404.106608,,2023-12-05T21:09:00.000Z,0.10351770410710348,271284473.2788311,-19.177,-0.10636632,0.26349361,-0.03147965,5.3917042,18.84339002,32.25942751,9161368401.042683,0.5765,9161372697.6,,2023-12-05T21:09:00.000Z,,,,,,2023-12-05 16:11:37.504468
10,1975,Chainlink,LINK,chainlink,1481,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,11,,,,2023-12-05T21:09:00.000Z,15.538912181152007,625312631.7894005,-38.126,-1.09202621,-0.58121519,5.96543616,29.66627741,101.64887669,148.55944847,8652842788.942942,0.5445,15538912181.15,,2023-12-05T21:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-12-05 16:11:37.504468
11,5805,Avalanche,AVAX,avalanche,576,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,365223532.1367796,433256442.1367796,False,,12,,,,2023-12-05T21:09:00.000Z,23.461821193987447,725518261.8371388,6.8494,-1.3222662,6.62338892,13.11413978,90.13095161,120.10611227,136.66860845,8568809206.829651,0.5394,16892511259.67,,2023-12-05T21:09:00.000Z,,,,,,2023-12-05 16:11:37.504468
12,11419,Toncoin,TON,toncoin,175,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3454271084.2514553,5099154609.541406,True,,13,3414166606.0,8233978244.173698,,2023-12-05T21:10:00.000Z,2.4117095603077603,50281571.00859766,11.8467,-0.15149463,1.20083075,-1.41057007,6.02728748,12.04489183,32.09269672,8330698597.783888,0.5242,12297679921.32,,2023-12-05T21:10:00.000Z,,,,,,2023-12-05 16:11:37.504468
13,3890,Polygon,MATIC,polygon,1125,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9275188724.133068,10000000000.0,False,,14,,,,2023-12-05T21:09:00.000Z,0.8054686165059829,444419767.1829106,-39.0585,-0.78667777,0.51187595,6.69552096,16.69667446,42.75674344,45.14445213,7470873429.459355,0.4701,8054686165.06,,2023-12-05T21:09:00.000Z,,,,,,2023-12-05 16:11:37.504468
