,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,10594,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19560512.0,19560512.0,False,,1,,,,2023-12-04T04:30:00.000Z,40705.13150853313,19588458476.771378,22.7877,-0.41613057,3.28323883,9.11162407,17.26001706,47.09562797,58.51640421,796213213334.2404,52.3374,854807761679.2,,2023-12-04T04:30:00.000Z,,,,,,2023-12-03 23:30:50.549730
1,1027,Ethereum,ETH,ethereum,7950,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120233028.20888889,120233028.20888889,True,,2,,,,2023-12-04T04:30:00.000Z,2218.2255879071777,9087397100.099998,-6.2037,-0.03831466,2.68949577,8.42370131,20.95696551,34.98893281,36.9795149,266703979684.52283,17.5312,266703979684.52,,2023-12-04T04:30:00.000Z,,,,,,2023-12-03 23:30:50.549730
2,825,Tether USDt,USDT,tether,67233,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,89647599294.14194,92609951832.03839,True,,3,,,,2023-12-04T04:29:00.000Z,1.000269712475806,36442012093.15923,11.9672,-0.00031848,-0.00883885,0.00049575,-0.01147368,0.01809759,0.06970902,89671778370.09763,5.8943,92634929891.43,,2023-12-04T04:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-12-03 23:30:50.549730
3,1839,BNB,BNB,bnb,1810,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151698245.3893142,151698245.3893142,False,,4,,,,2023-12-04T04:29:00.000Z,228.48361126773722,710184470.6376928,7.0328,-0.53941555,-0.00021206,-0.18786166,-1.13387507,7.32659635,6.60829602,34660562929.52988,2.2783,34660562929.53,,2023-12-04T04:29:00.000Z,,,,,,2023-12-03 23:30:50.549730
4,52,XRP,XRP,xrp,1162,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53888571585.0,99988188647.0,False,,5,,,,2023-12-04T04:30:00.000Z,0.6288895831172949,1113341609.2026334,57.0428,-0.30119093,1.58137256,3.11163844,2.78427477,18.78424091,24.25564794,33889961318.877155,2.2277,62888958311.73,,2023-12-04T04:30:00.000Z,,,,,,2023-12-03 23:30:50.549730
5,5426,Solana,SOL,solana,557,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,424332798.80902916,564017187.0979419,True,,6,,,,2023-12-04T04:30:00.000Z,64.67969326126914,1304814708.25558,-18.2837,0.17811701,0.74320984,13.88098155,55.71429103,177.40610699,236.03563691,27445715267.663837,1.8041,36480458655.58,,2023-12-04T04:30:00.000Z,,,,,,2023-12-03 23:30:50.549730
6,3408,USDC,USDC,usd-coin,15251,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24509870702.469257,24509870702.469257,False,,7,,,,2023-12-04T04:29:00.000Z,0.9999157708235897,3987962329.2246985,6.208,0.00589256,0.00876252,0.00781115,-0.01502601,-0.00646989,-0.01506218,24507806256.246067,1.6108,24507806256.25,,2023-12-04T04:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-12-03 23:30:50.549730
7,2010,Cardano,ADA,cardano,989,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35308839254.778,36410042820.425,False,,8,,,,2023-12-04T04:29:00.000Z,0.4064722791572007,333886017.6042655,13.7775,0.26388212,2.27172363,5.70156675,24.57392174,57.45467974,58.66025987,14352064366.28485,0.9434,18291252562.07,,2023-12-04T04:29:00.000Z,,,,,,2023-12-03 23:30:50.549730
8,74,Dogecoin,DOGE,dogecoin,836,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142090746383.70526,142090746383.70526,True,,9,,,,2023-12-04T04:30:00.000Z,0.08774107530329586,595147451.3119124,16.4098,1.22349576,2.13154394,11.86919077,27.68858327,43.47697489,38.54224475,12467194878.354198,0.8194,12467194878.35,,2023-12-04T04:30:00.000Z,,,,,,2023-12-03 23:30:50.549730
9,1958,TRON,TRX,tron,882,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88518370039.52167,88518383403.19551,True,,10,71659659264.0,7426731593.4904175,,2023-12-04T04:29:00.000Z,0.10363894651144985,213337021.2420087,12.3704,0.03560912,0.16527893,-2.85130282,6.48115038,16.00941676,34.15228888,9173950617.806711,0.603,9173952002.8,,2023-12-04T04:29:00.000Z,,,,,,2023-12-03 23:30:50.549730
10,1975,Chainlink,LINK,chainlink,1479,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,11,,,,2023-12-04T04:29:00.000Z,16.051227029024233,607751436.2298013,-8.9018,1.04846998,0.63218043,9.33006635,41.30461495,110.51161683,169.32509837,8938125296.843115,0.5875,16051227029.02,,2023-12-04T04:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-12-03 23:30:50.549730
11,11419,Toncoin,TON,toncoin,175,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,12,3414166606.0,8341445925.129218,,2023-12-04T04:30:00.000Z,2.4431865482106523,34727570.7881051,2.272,0.4830281,-0.08016322,3.33647079,9.41343832,24.56818399,35.41169076,8384752583.383757,0.5512,12332127096.92,,2023-12-04T04:30:00.000Z,,,,,,2023-12-03 23:30:50.549730
12,5805,Avalanche,AVAX,avalanche,574,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,365201199.51119775,433234109.51119775,False,,13,,,,2023-12-04T04:29:00.000Z,22.341209267605137,364380298.289128,1.7689,0.39211651,0.12453509,8.32028781,84.04992394,123.52002574,129.33802514,8159036423.060083,0.5363,16085670672.68,,2023-12-04T04:29:00.000Z,,,,,,2023-12-03 23:30:50.549730
13,3890,Polygon,MATIC,polygon,1120,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9275188969.960863,10000000000.0,False,,14,,,,2023-12-04T04:29:00.000Z,0.8226527245346734,488856315.84032017,8.5687,0.03251934,1.09353172,8.913211,23.0593134,46.7255205,48.76164764,7630259476.7122555,0.5015,8226527245.35,,2023-12-04T04:29:00.000Z,,,,,,2023-12-03 23:30:50.549730
14,6636,Polkadot,DOT,polkadot-new,630,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1252131961.7277622,1384392463.4361138,True,,15,,,,2023-12-04T04:29:00.000Z,5.6237432108058885,159721417.4140852,18.3736,0.11598284,1.48836261,6.335836,21.18797933,39.26585918,32.70767512,7041668618.7995615,0.4629,7785467717.34,,2023-12-04T04:29:00.000Z,,,,,,2023-12-03 23:30:50.549730
0,1,Bitcoin,BTC,bitcoin,10594,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19560512.0,19560512.0,False,,1,,,,2023-12-04T04:31:00.000Z,40713.80132420849,19590232772.864826,22.7933,-0.32994,3.31748427,9.14386434,17.28769003,47.14049588,58.54242507,796382799367.7961,52.3485,854989827808.38,,2023-12-04T04:31:00.000Z,,,,,,2023-12-03 23:31:50.806108
1,1027,Ethereum,ETH,ethereum,7950,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120233028.20888889,120233028.20888889,True,,2,,,,2023-12-04T04:31:00.000Z,2218.2258213563646,9088339333.220001,-6.2008,0.01472004,2.7068057,8.41914983,20.95507563,35.0029948,36.96945937,266704007752.8255,17.5312,266704007752.83,,2023-12-04T04:31:00.000Z,,,,,,2023-12-03 23:31:50.806108
2,825,Tether USDt,USDT,tether,67233,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,89647599294.14194,92609951832.03839,True,,3,,,,2023-12-04T04:30:00.000Z,1.0002854990703534,36448824926.70438,12.0078,-0.00121692,-0.01040433,0.0027653,-0.02355349,0.01352054,0.08081178,89673193600.39983,5.8945,92636391887.19,,2023-12-04T04:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-12-03 23:31:50.806108
3,1839,BNB,BNB,bnb,1810,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151698245.3893142,151698245.3893142,False,,4,,,,2023-12-04T04:30:00.000Z,228.45165702809913,710170949.6101992,7.0391,-0.56794506,-0.01527973,-0.1948566,-1.1468641,7.31305428,6.59268836,34655715527.44403,2.278,34655715527.44,,2023-12-04T04:30:00.000Z,,,,,,2023-12-03 23:31:50.806108
4,52,XRP,XRP,xrp,1162,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53888571585.0,99988188647.0,False,,5,,,,2023-12-04T04:31:00.000Z,0.6289568957491862,1113550890.9857173,57.1049,-0.30840396,1.57790218,3.09769606,2.75950154,18.8026531,24.23084066,33893588700.459404,2.2279,62895689574.92,,2023-12-04T04:31:00.000Z,,,,,,2023-12-03 23:31:50.806108
5,5426,Solana,SOL,solana,557,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,424332798.80902916,564017187.0979419,True,,6,,,,2023-12-04T04:31:00.000Z,64.71378275024949,1305113586.6533847,-18.2769,0.20562698,0.81730587,13.95179402,55.97014906,177.45553768,236.27349494,27460180555.93284,1.805,36499685713.26,,2023-12-04T04:31:00.000Z,,,,,,2023-12-03 23:31:50.806108
6,3408,USDC,USDC,usd-coin,15251,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24509870702.469257,24509870702.469257,False,,7,,,,2023-12-04T04:30:00.000Z,0.99987147040686,3988024682.8374496,6.2252,-0.00086163,0.00072534,-0.00112531,-0.03351445,-0.01820333,-0.00697734,24506720458.759953,1.6107,24506720458.76,,2023-12-04T04:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-12-03 23:31:50.806108
7,2010,Cardano,ADA,cardano,989,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35308839254.778,36410042820.425,False,,8,,,,2023-12-04T04:30:00.000Z,0.4064990161710973,333935965.7958815,13.8152,0.26476483,2.26953316,5.697098,24.58221644,57.4707819,58.6732784,14353008419.210676,0.9435,18292455727.7,,2023-12-04T04:30:00.000Z,,,,,,2023-12-03 23:31:50.806108
8,74,Dogecoin,DOGE,dogecoin,836,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142090746383.70526,142090746383.70526,True,,9,,,,2023-12-04T04:31:00.000Z,0.08762825140925365,596149562.5200187,16.6065,1.07180323,2.00208165,11.76905284,27.5426298,43.28106206,38.35385355,12451163647.039824,0.8183,12451163647.04,,2023-12-04T04:31:00.000Z,,,,,,2023-12-03 23:31:50.806108
9,1958,TRON,TRX,tron,882,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88518370039.52167,88518383403.19551,True,,10,71659659264.0,7426345838.441519,,2023-12-04T04:30:00.000Z,0.10363356335650799,213332487.519868,12.3915,0.03026532,0.16158733,-2.85760346,6.47359756,16.00780475,34.14961874,9173474109.705587,0.6029,9173475494.63,,2023-12-04T04:30:00.000Z,,,,,,2023-12-03 23:31:50.806108
10,1975,Chainlink,LINK,chainlink,1479,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,11,,,,2023-12-04T04:30:00.000Z,16.050954331166043,607948685.3925956,-8.8503,1.03503942,0.63223383,9.31525784,41.30174059,110.51197603,169.30454325,8937973445.04884,0.5875,16050954331.17,,2023-12-04T04:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-12-03 23:31:50.806108
11,11419,Toncoin,TON,toncoin,175,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,12,3414166606.0,8350604357.783209,,2023-12-04T04:31:00.000Z,2.4458690279226545,34793445.45715103,2.5599,0.51188628,0.13961106,3.34016845,9.44775555,24.68415023,35.50388996,8393958564.282578,0.5518,12345667070.26,,2023-12-04T04:31:00.000Z,,,,,,2023-12-03 23:31:50.806108
12,5805,Avalanche,AVAX,avalanche,574,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,365201199.51119775,433234109.51119775,False,,13,,,,2023-12-04T04:30:00.000Z,22.34174272124406,364514135.10166675,1.8322,0.37732966,0.13365678,8.32498377,84.04919493,123.49421798,129.3429817,8159231240.968902,0.5363,16086054759.3,,2023-12-04T04:30:00.000Z,,,,,,2023-12-03 23:31:50.806108
13,3890,Polygon,MATIC,polygon,1120,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9275188969.960863,10000000000.0,False,,14,,,,2023-12-04T04:30:00.000Z,0.8227255070795092,488794533.67493254,8.5385,0.02934451,1.10795498,8.92027128,23.06705203,46.73640327,48.77492639,7630934548.569322,0.5015,8227255070.8,,2023-12-04T04:30:00.000Z,,,,,,2023-12-03 23:31:50.806108
14,6636,Polkadot,DOT,polkadot-new,630,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1252131961.7277622,1384392463.4361138,True,,15,,,,2023-12-04T04:30:00.000Z,5.623748372028056,159801507.7835556,18.5595,0.10586859,1.48811948,6.33332435,21.187103,39.26473807,32.7095127,7041675081.330799,0.4629,7785474862.5,,2023-12-04T04:30:00.000Z,,,,,,2023-12-03 23:31:50.806108
0,1,Bitcoin,BTC,bitcoin,10594,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19560512.0,19560512.0,False,,1,,,,2023-12-04T04:32:00.000Z,40715.09274571192,19612129603.079124,23.0669,-0.25800303,3.32593258,9.09387859,17.31656145,47.15255045,58.51903431,796408060233.611,52.3502,855016947659.95,,2023-12-04T04:32:00.000Z,,,,,,2023-12-03 23:32:51.075729
1,1027,Ethereum,ETH,ethereum,7950,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120233028.20888889,120233028.20888889,True,,2,,,,2023-12-04T04:32:00.000Z,2218.121742250512,9099128838.041477,-6.1,0.02521136,2.71526509,8.34843493,20.99093938,34.99944526,36.94644569,266691494006.75558,17.5304,266691494006.76,,2023-12-04T04:32:00.000Z,,,,,,2023-12-03 23:32:51.075729
2,825,Tether USDt,USDT,tether,67233,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,89647599294.14194,92609951832.03839,True,,3,,,,2023-12-04T04:31:00.000Z,1.0002239077343587,36458350727.63659,12.0336,-0.01956693,-0.01302018,-0.00853668,-0.04602138,0.01556606,0.07335173,89667672084.99059,5.8941,92630687916.53,,2023-12-04T04:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-12-03 23:32:51.075729
3,1839,BNB,BNB,bnb,1810,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151698245.3893142,151698245.3893142,False,,4,,,,2023-12-04T04:31:00.000Z,228.48046869766287,710409133.695536,7.0719,-0.57745905,-0.02352946,-0.19483629,-1.14032226,7.32812725,6.59917707,34660086207.16358,2.2783,34660086207.16,,2023-12-04T04:31:00.000Z,,,,,,2023-12-03 23:32:51.075729
4,52,XRP,XRP,xrp,1162,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53888571585.0,99988188647.0,False,,5,,,,2023-12-04T04:32:00.000Z,0.6289574682298358,1114270848.0936055,57.2369,-0.30881558,1.57812873,3.09189262,2.75860014,18.80784073,24.22163619,33893619550.623867,2.2279,62895746822.98,,2023-12-04T04:32:00.000Z,,,,,,2023-12-03 23:32:51.075729
